case,distance_mm,theta_x_deg,theta_y_deg,element_id,x_mm,y_mm,rho_mm,amplitude,phase_deg
R500_x-15,500,-15.0,0.0,E07,12.160,-15.250,19.505,1.000000,101.165
R500_x-15,500,-15.0,0.0,E08,37.000,0.000,37.000,0.280488,154.157
R500_x-15,500,-15.0,0.0,E09,28.340,23.780,36.995,0.676077,246.475
R500_x-15,500,-15.0,0.0,E10,6.420,36.440,37.001,0.587391,121.893
R500_x-15,500,-15.0,0.0,E11,-18.500,32.040,36.997,0.889835,32.793
R500_x-15,500,-15.0,0.0,E12,-34.770,12.650,37.000,1.000000,211.562
R500_x-15,500,-15.0,0.0,E13,-34.770,-12.650,37.000,1.000000,211.562
R500_x-15,500,-15.0,0.0,E14,-18.500,-32.040,36.997,0.889835,32.793
R500_x-15,500,-15.0,0.0,E15,6.420,-36.440,37.001,0.587391,121.893
R500_x-15,500,-15.0,0.0,E16,28.340,-23.780,36.995,0.676077,246.475
R500_x-15,500,-15.0,0.0,E17,58.000,0.000,58.000,0.394389,210.974
R500_x-15,500,-15.0,0.0,E18,52.990,23.590,58.004,0.328477,263.562
R500_x-15,500,-15.0,0.0,E19,38.810,43.100,57.999,0.448463,53.172
R500_x-15,500,-15.0,0.0,E20,17.920,55.160,57.998,0.480000,275.457
R500_x-15,500,-15.0,0.0,E21,-6.060,57.680,57.997,0.428302,173.512
R500_x-15,500,-15.0,0.0,E22,-29.000,50.230,58.000,0.707153,63.351
R500_x-15,500,-15.0,0.0,E23,-46.920,34.090,57.997,0.814006,260.655
R500_x-15,500,-15.0,0.0,E24,-56.730,12.060,57.998,0.911131,9.453
R500_x-15,500,-15.0,0.0,E25,-56.730,-12.060,57.998,0.911131,9.453
R500_x-15,500,-15.0,0.0,E26,-46.920,-34.090,57.997,0.814006,260.655
R500_x-15,500,-15.0,0.0,E27,-29.000,-50.230,58.000,0.707153,63.351
R500_x-15,500,-15.0,0.0,E28,-6.060,-57.680,57.997,0.428302,173.512
R500_x-15,500,-15.0,0.0,E29,17.920,-55.160,57.998,0.480000,275.457
R500_x-15,500,-15.0,0.0,E30,38.810,-43.100,57.999,0.448463,53.172
R500_x-15,500,-15.0,0.0,E31,52.990,-23.590,58.004,0.328477,263.562
R500_x15,500,15.0,0.0,E00,0.000,0.000,0.000,0.798257,248.746
R500_x15,500,15.0,0.0,E01,19.500,0.000,19.500,0.671786,85.590
R500_x15,500,15.0,0.0,E02,12.160,15.250,19.505,1.000000,5.227
R500_x15,500,15.0,0.0,E03,-4.340,19.010,19.499,0.967420,185.721
R500_x15,500,15.0,0.0,E04,-17.570,8.460,19.501,0.757622,42.878
R500_x15,500,15.0,0.0,E05,-17.570,-8.460,19.501,0.757622,42.878
R500_x15,500,15.0,0.0,E06,-4.340,-19.010,19.499,0.967420,185.721
R500_x15,500,15.0,0.0,E07,12.160,-15.250,19.505,1.000000,5.227
R500_x15,500,15.0,0.0,E08,37.000,0.000,37.000,0.648894,236.185
R500_x15,500,15.0,0.0,E09,28.340,23.780,36.995,0.824497,140.739
R500_x15,500,15.0,0.0,E10,6.420,36.440,37.001,0.633761,261.031
R500_x15,500,15.0,0.0,E11,-18.500,32.040,36.997,0.865486,351.834
R500_x15,500,15.0,0.0,E12,-34.770,12.650,37.000,0.826620,177.889
R500_x15,500,15.0,0.0,E13,-34.770,-12.650,37.000,0.826620,177.889
R500_x15,500,15.0,0.0,E14,-18.500,-32.040,36.997,0.865486,351.834
R500_x15,500,15.0,0.0,E15,6.420,-36.440,37.001,0.633761,261.031
R500_x15,500,15.0,0.0,E16,28.340,-23.780,36.995,0.824497,140.739
R500_x15,500,15.0,0.0,E17,58.000,0.000,58.000,0.932099,23.570
R500_x15,500,15.0,0.0,E18,52.990,23.590,58.004,0.737263,327.875
R500_x15,500,15.0,0.0,E19,38.810,43.100,57.999,0.651814,171.128
R500_x15,500,15.0,0.0,E20,17.920,55.160,57.998,0.589469,302.312
R500_x15,500,15.0,0.0,E21,-6.060,57.680,57.997,0.382380,42.694
R500_x15,500,15.0,0.0,E22,-29.000,50.230,58.000,0.639759,157.260
R500_x15,500,15.0,0.0,E23,-46.920,34.090,57.997,0.565751,327.501
R500_x15,500,15.0,0.0,E24,-56.730,12.060,57.998,0.369365,224.308
R500_x15,500,15.0,0.0,E25,-56.730,-12.060,57.998,0.369365,224.308
R500_x15,500,15.0,0.0,E26,-46.920,-34.090,57.997,0.565751,327.501
R500_x15,500,15.0,0.0,E27,-29.000,-50.230,58.000,0.639759,157.260
R500_x15,500,15.0,0.0,E28,-6.060,-57.680,57.997,0.382380,42.694
R500_x15,500,15.0,0.0,E29,17.920,-55.160,57.998,0.589469,302.312
R500_x15,500,15.0,0.0,E30,38.810,-43.100,57.999,0.651814,171.128
R500_x15,500,15.0,0.0,E31,52.990,-23.590,58.004,0.737263,327.875
R700_x-15,700,-15.0,0.0,E00,0.000,0.000,0.000,1.000000,132.245
R700_x-15,700,-15.0,0.0,E01,19.500,0.000,19.500,0.898404,269.800
R700_x-15,700,-15.0,0.0,E02,12.160,15.250,19.505,1.000000,349.057
R700_x-15,700,-15.0,0.0,E03,-4.340,19.010,19.499,1.000000,168.023
R700_x-15,700,-15.0,0.0,E04,-17.570,8.460,19.501,1.000000,312.306
R700_x-15,700,-15.0,0.0,E05,-17.570,-8.460,19.501,1.000000,312.306
R700_x-15,700,-15.0,0.0,E06,-4.340,-19.010,19.499,1.000000,168.023
R700_x-15,700,-15.0,0.0,E07,12.160,-15.250,19.505,1.000000,349.057
R700_x-15,700,-15.0,0.0,E08,37.000,0.000,37.000,1.000000,52.446
R700_x-15,700,-15.0,0.0,E09,28.340,23.780,36.995,0.748839,145.312
R700_x-15,700,-15.0,0.0,E10,6.420,36.440,37.001,0.604397,21.639
R700_x-15,700,-15.0,0.0,E11,-18.500,32.040,36.997,0.774958,292.654
R700_x-15,700,-15.0,0.0,E12,-34.770,12.650,37.000,1.000000,110.951
R700_x-15,700,-15.0,0.0,E13,-34.770,-12.650,37.000,1.000000,110.951
R700_x-15,700,-15.0,0.0,E14,-18.500,-32.040,36.997,0.774958,292.654
R700_x-15,700,-15.0,0.0,E15,6.420,-36.440,37.001,0.604397,21.639
R700_x-15,700,-15.0,0.0,E16,28.340,-23.780,36.995,0.748839,145.312
R700_x-15,700,-15.0,0.0,E17,58.000,0.000,58.000,0.379639,130.021
R700_x-15,700,-15.0,0.0,E18,52.990,23.590,58.004,0.377340,183.188
R700_x-15,700,-15.0,0.0,E19,38.810,43.100,57.999,0.640172,334.233
R700_x-15,700,-15.0,0.0,E20,17.920,55.160,57.998,0.386607,198.130
R700_x-15,700,-15.0,0.0,E21,-6.060,57.680,57.997,0.476723,97.244
R700_x-15,700,-15.0,0.0,E22,-29.000,50.230,58.000,0.538232,347.262
R700_x-15,700,-15.0,0.0,E23,-46.920,34.090,57.997,0.577775,184.091
R700_x-15,700,-15.0,0.0,E24,-56.730,12.060,57.998,0.633860,292.399
R700_x-15,700,-15.0,0.0,E25,-56.730,-12.060,57.998,0.633860,292.399
R700_x-15,700,-15.0,0.0,E26,-46.920,-34.090,57.997,0.577775,184.091
R700_x-15,700,-15.0,0.0,E27,-29.000,-50.230,58.000,0.538232,347.262
R700_x-15,700,-15.0,0.0,E28,-6.060,-57.680,57.997,0.476723,97.244
R700_x-15,700,-15.0,0.0,E29,17.920,-55.160,57.998,0.386607,198.130
R700_x-15,700,-15.0,0.0,E30,38.810,-43.100,57.999,0.640172,334.233
R700_x-15,700,-15.0,0.0,E31,52.990,-23.590,58.004,0.377340,183.188
R700_x15,700,15.0,0.0,E00,0.000,0.000,0.000,1.000000,132.245
R700_x15,700,15.0,0.0,E01,19.500,0.000,19.500,0.958698,333.415
R700_x15,700,15.0,0.0,E02,12.160,15.250,19.505,1.000000,253.215
R700_x15,700,15.0,0.0,E03,-4.340,19.010,19.499,1.000000,73.744
R700_x15,700,15.0,0.0,E04,-17.570,8.460,19.501,1.000000,290.620
R700_x15,700,15.0,0.0,E05,-17.570,-8.460,19.501,1.000000,290.620
R700_x15,700,15.0,0.0,E06,-4.340,-19.010,19.499,1.000000,73.744
R700_x15,700,15.0,0.0,E07,12.160,-15.250,19.505,1.000000,253.215
R700_x15,700,15.0,0.0,E08,37.000,0.000,37.000,1.000000,135.474
R700_x15,700,15.0,0.0,E09,28.340,23.780,36.995,0.830713,40.365
R700_x15,700,15.0,0.0,E10,6.420,36.440,37.001,0.605523,160.962
R700_x15,700,15.0,0.0,E11,-18.500,32.040,36.997,0.738184,251.168
R700_x15,700,15.0,0.0,E12,-34.770,12.650,37.000,0.992627,76.330
R700_x15,700,15.0,0.0,E13,-34.770,-12.650,37.000,0.992627,76.330
R700_x15,700,15.0,0.0,E14,-18.500,-32.040,36.997,0.738184,251.168
R700_x15,700,15.0,0.0,E15,6.420,-36.440,37.001,0.605523,160.962
R700_x15,700,15.0,0.0,E16,28.340,-23.780,36.995,0.830713,40.365
R700_x15,700,15.0,0.0,E17,58.000,0.000,58.000,0.548444,306.443
R700_x15,700,15.0,0.0,E18,52.990,23.590,58.004,0.602363,251.037
R700_x15,700,15.0,0.0,E19,38.810,43.100,57.999,0.730315,94.847
R700_x15,700,15.0,0.0,E20,17.920,55.160,57.998,0.421073,226.241
R700_x15,700,15.0,0.0,E21,-6.060,57.680,57.997,0.449016,325.999
R700_x15,700,15.0,0.0,E22,-29.000,50.230,58.000,0.457375,79.158
R700_x15,700,15.0,0.0,E23,-46.920,34.090,57.997,0.412548,247.768
R700_x15,700,15.0,0.0,E24,-56.730,12.060,57.998,0.415237,143.500
R700_x15,700,15.0,0.0,E25,-56.730,-12.060,57.998,0.415237,143.500
R700_x15,700,15.0,0.0,E26,-46.920,-34.090,57.997,0.412548,247.768
R700_x15,700,15.0,0.0,E27,-29.000,-50.230,58.000,0.457375,79.158
R700_x15,700,15.0,0.0,E28,-6.060,-57.680,57.997,0.449016,325.999
R700_x15,700,15.0,0.0,E29,17.920,-55.160,57.998,0.421073,226.241
R700_x15,700,15.0,0.0,E30,38.810,-43.100,57.999,0.730315,94.847
R700_x15,700,15.0,0.0,E31,52.990,-23.590,58.004,0.602363,251.037
R1000_x-15,1000,-15.0,0.0,E00,0.000,0.000,0.000,1.000000,137.493
R1000_x-15,1000,-15.0,0.0,E01,19.500,0.000,19.500,1.000000,278.199
R1000_x-15,1000,-15.0,0.0,E02,12.160,15.250,19.505,1.000000,357.611
R1000_x-15,1000,-15.0,0.0,E03,-4.340,19.010,19.499,1.000000,176.688
R1000_x-15,1000,-15.0,0.0,E04,-17.570,8.460,19.501,0.937407,320.824
R1000_x-15,1000,-15.0,0.0,E05,-17.570,-8.460,19.501,0.937407,320.824
R1000_x-15,1000,-15.0,0.0,E06,-4.340,-19.010,19.499,1.000000,176.688
R1000_x-15,1000,-15.0,0.0,E07,12.160,-15.250,19.505,1.000000,357.611
R1000_x-15,1000,-15.0,0.0,E08,37.000,0.000,37.000,1.000000,68.906
R1000_x-15,1000,-15.0,0.0,E09,28.340,23.780,36.995,1.000000,162.164
R1000_x-15,1000,-15.0,0.0,E10,6.420,36.440,37.001,0.540130,39.110
R1000_x-15,1000,-15.0,0.0,E11,-18.500,32.040,36.997,0.634342,310.133
R1000_x-15,1000,-15.0,0.0,E12,-34.770,12.650,37.000,0.855031,128.026
R1000_x-15,1000,-15.0,0.0,E13,-34.770,-12.650,37.000,0.855031,128.026
R1000_x-15,1000,-15.0,0.0,E14,-18.500,-32.040,36.997,0.634342,310.133
R1000_x-15,1000,-15.0,0.0,E15,6.420,-36.440,37.001,0.540130,39.110
R1000_x-15,1000,-15.0,0.0,E16,28.340,-23.780,36.995,1.000000,162.164
R1000_x-15,1000,-15.0,0.0,E17,58.000,0.000,58.000,0.000000,180.000
R1000_x-15,1000,-15.0,0.0,E18,52.990,23.590,58.004,0.725063,215.988
R1000_x-15,1000,-15.0,0.0,E19,38.810,43.100,57.999,0.736494,8.031
R1000_x-15,1000,-15.0,0.0,E20,17.920,55.160,57.998,0.684479,233.000
R1000_x-15,1000,-15.0,0.0,E21,-6.060,57.680,57.997,0.539094,132.732
R1000_x-15,1000,-15.0,0.0,E22,-29.000,50.230,58.000,0.559755,22.703
R1000_x-15,1000,-15.0,0.0,E23,-46.920,34.090,57.997,0.518146,219.035
R1000_x-15,1000,-15.0,0.0,E24,-56.730,12.060,57.998,0.345713,326.900
R1000_x-15,1000,-15.0,0.0,E25,-56.730,-12.060,57.998,0.345713,326.900
R1000_x-15,1000,-15.0,0.0,E26,-46.920,-34.090,57.997,0.518146,219.035
R1000_x-15,1000,-15.0,0.0,E27,-29.000,-50.230,58.000,0.559755,22.703
R1000_x-15,1000,-15.0,0.0,E28,-6.060,-57.680,57.997,0.539094,132.732
R1000_x-15,1000,-15.0,0.0,E29,17.920,-55.160,57.998,0.684479,233.000
R1000_x-15,1000,-15.0,0.0,E30,38.810,-43.100,57.999,0.736494,8.031
R1000_x-15,1000,-15.0,0.0,E31,52.990,-23.590,58.004,0.725063,215.988
R1000_x15,1000,15.0,0.0,E00,0.000,0.000,0.000,1.000000,137.493
R1000_x15,1000,15.0,0.0,E01,19.500,0.000,19.500,1.000000,341.893
R1000_x15,1000,15.0,0.0,E02,12.160,15.250,19.505,1.000000,261.820
R1000_x15,1000,15.0,0.0,E03,-4.340,19.010,19.499,1.000000,82.390
R1000_x15,1000,15.0,0.0,E04,-17.570,8.460,19.501,0.911303,299.066
R1000_x15,1000,15.0,0.0,E05,-17.570,-8.460,19.501,0.911303,299.066
R1000_x15,1000,15.0,0.0,E06,-4.340,-19.010,19.499,1.000000,82.390
R1000_x15,1000,15.0,0.0,E07,12.160,-15.250,19.505,1.000000,261.820
R1000_x15,1000,15.0,0.0,E08,37.000,0.000,37.000,1.000000,152.468
R1000_x15,1000,15.0,0.0,E09,28.340,23.780,36.995,1.000000,57.637
R1000_x15,1000,15.0,0.0,E10,6.420,36.440,37.001,0.534901,178.533
R1000_x15,1000,15.0,0.0,E11,-18.500,32.040,36.997,0.616530,268.366
R1000_x15,1000,15.0,0.0,E12,-34.770,12.650,37.000,0.785504,92.899
R1000_x15,1000,15.0,0.0,E13,-34.770,-12.650,37.000,0.785504,92.899
R1000_x15,1000,15.0,0.0,E14,-18.500,-32.040,36.997,0.616530,268.366
R1000_x15,1000,15.0,0.0,E15,6.420,-36.440,37.001,0.534901,178.533
R1000_x15,1000,15.0,0.0,E16,28.340,-23.780,36.995,1.000000,57.637
R1000_x15,1000,15.0,0.0,E17,58.000,0.000,58.000,0.000000,340.879
R1000_x15,1000,15.0,0.0,E18,52.990,23.590,58.004,0.797410,285.728
R1000_x15,1000,15.0,0.0,E19,38.810,43.100,57.999,0.750859,130.067
R1000_x15,1000,15.0,0.0,E20,17.920,55.160,57.998,0.702872,261.784
R1000_x15,1000,15.0,0.0,E21,-6.060,57.680,57.997,0.533961,1.258
R1000_x15,1000,15.0,0.0,E22,-29.000,50.230,58.000,0.526526,113.523
R1000_x15,1000,15.0,0.0,E23,-46.920,34.090,57.997,0.458703,281.017
R1000_x15,1000,15.0,0.0,E24,-56.730,12.060,57.998,0.287557,175.994
R1000_x15,1000,15.0,0.0,E25,-56.730,-12.060,57.998,0.287557,175.994
R1000_x15,1000,15.0,0.0,E26,-46.920,-34.090,57.997,0.458703,281.017
R1000_x15,1000,15.0,0.0,E27,-29.000,-50.230,58.000,0.526526,113.523
R1000_x15,1000,15.0,0.0,E28,-6.060,-57.680,57.997,0.533961,1.258
R1000_x15,1000,15.0,0.0,E29,17.920,-55.160,57.998,0.702872,261.784
R1000_x15,1000,15.0,0.0,E30,38.810,-43.100,57.999,0.750859,130.067
R1000_x15,1000,15.0,0.0,E31,52.990,-23.590,58.004,0.797410,285.728
R1500_x-15,1500,-15.0,0.0,E00,0.000,0.000,0.000,1.000000,26.239
R1500_x-15,1500,-15.0,0.0,E01,19.500,0.000,19.500,1.000000,169.407
R1500_x-15,1500,-15.0,0.0,E02,12.160,15.250,19.505,1.000000,248.936
R1500_x-15,1500,-15.0,0.0,E03,-4.340,19.010,19.499,1.000000,68.090
R1500_x-15,1500,-15.0,0.0,E04,-17.570,8.460,19.501,0.779837,212.105
R1500_x-15,1500,-15.0,0.0,E05,-17.570,-8.460,19.501,0.779837,212.105
R1500_x-15,1500,-15.0,0.0,E06,-4.340,-19.010,19.499,1.000000,68.090
R1500_x-15,1500,-15.0,0.0,E07,12.160,-15.250,19.505,1.000000,248.936
R1500_x-15,1500,-15.0,0.0,E08,37.000,0.000,37.000,0.763537,326.443
R1500_x-15,1500,-15.0,0.0,E09,28.340,23.780,36.995,0.897585,59.992
R1500_x-15,1500,-15.0,0.0,E10,6.420,36.440,37.001,0.637746,297.384
R1500_x-15,1500,-15.0,0.0,E11,-18.500,32.040,36.997,0.927475,208.366
R1500_x-15,1500,-15.0,0.0,E12,-34.770,12.650,37.000,1.000000,25.915
R1500_x-15,1500,-15.0,0.0,E13,-34.770,-12.650,37.000,1.000000,25.915
R1500_x-15,1500,-15.0,0.0,E14,-18.500,-32.040,36.997,0.927475,208.366
R1500_x-15,1500,-15.0,0.0,E15,6.420,-36.440,37.001,0.637746,297.384
R1500_x-15,1500,-15.0,0.0,E16,28.340,-23.780,36.995,0.897585,59.992
R1500_x-15,1500,-15.0,0.0,E17,58.000,0.000,58.000,0.000000,72.546
R1500_x-15,1500,-15.0,0.0,E18,52.990,23.590,58.004,0.436188,126.424
R1500_x-15,1500,-15.0,0.0,E19,38.810,43.100,57.999,0.542734,279.193
R1500_x-15,1500,-15.0,0.0,E20,17.920,55.160,57.998,0.583413,144.912
R1500_x-15,1500,-15.0,0.0,E21,-6.060,57.680,57.997,0.641468,45.017
R1500_x-15,1500,-15.0,0.0,E22,-29.000,50.230,58.000,0.654386,294.845
R1500_x-15,1500,-15.0,0.0,E23,-46.920,34.090,57.997,0.649528,130.708
R1500_x-15,1500,-15.0,0.0,E24,-56.730,12.060,57.998,0.345104,238.185
R1500_x-15,1500,-15.0,0.0,E25,-56.730,-12.060,57.998,0.345104,238.185
R1500_x-15,1500,-15.0,0.0,E26,-46.920,-34.090,57.997,0.649528,130.708
R1500_x-15,1500,-15.0,0.0,E27,-29.000,-50.230,58.000,0.654386,294.845
R1500_x-15,1500,-15.0,0.0,E28,-6.060,-57.680,57.997,0.641468,45.017
R1500_x-15,1500,-15.0,0.0,E29,17.920,-55.160,57.998,0.583413,144.912
R1500_x-15,1500,-15.0,0.0,E30,38.810,-43.100,57.999,0.542734,279.193
R1500_x-15,1500,-15.0,0.0,E31,52.990,-23.590,58.004,0.436188,126.424
R1500_x15,1500,15.0,0.0,E00,0.000,0.000,0.000,1.000000,26.239
R1500_x15,1500,15.0,0.0,E01,19.500,0.000,19.500,1.000000,233.142
R1500_x15,1500,15.0,0.0,E02,12.160,15.250,19.505,1.000000,153.172
R1500_x15,1500,15.0,0.0,E03,-4.340,19.010,19.499,1.000000,333.782
R1500_x15,1500,15.0,0.0,E04,-17.570,8.460,19.501,0.773087,190.309
R1500_x15,1500,15.0,0.0,E05,-17.570,-8.460,19.501,0.773087,190.309
R1500_x15,1500,15.0,0.0,E06,-4.340,-19.010,19.499,1.000000,333.782
R1500_x15,1500,15.0,0.0,E07,12.160,-15.250,19.505,1.000000,153.172
R1500_x15,1500,15.0,0.0,E08,37.000,0.000,37.000,0.822804,50.289
R1500_x15,1500,15.0,0.0,E09,28.340,23.780,36.995,0.900035,315.690
R1500_x15,1500,15.0,0.0,E10,6.420,36.440,37.001,0.599036,76.859
R1500_x15,1500,15.0,0.0,E11,-18.500,32.040,36.997,0.951409,166.449
R1500_x15,1500,15.0,0.0,E12,-34.770,12.650,37.000,1.000000,350.518
R1500_x15,1500,15.0,0.0,E13,-34.770,-12.650,37.000,1.000000,350.518
R1500_x15,1500,15.0,0.0,E14,-18.500,-32.040,36.997,0.951409,166.449
R1500_x15,1500,15.0,0.0,E15,6.420,-36.440,37.001,0.599036,76.859
R1500_x15,1500,15.0,0.0,E16,28.340,-23.780,36.995,0.900035,315.690
R1500_x15,1500,15.0,0.0,E17,58.000,0.000,58.000,0.000000,252.109
R1500_x15,1500,15.0,0.0,E18,52.990,23.590,58.004,0.480613,197.177
R1500_x15,1500,15.0,0.0,E19,38.810,43.100,57.999,0.571292,41.991
R1500_x15,1500,15.0,0.0,E20,17.920,55.160,57.998,0.570093,174.056
R1500_x15,1500,15.0,0.0,E21,-6.060,57.680,57.997,0.644060,273.421
R1500_x15,1500,15.0,0.0,E22,-29.000,50.230,58.000,0.667505,25.087
R1500_x15,1500,15.0,0.0,E23,-46.920,34.090,57.997,0.633292,191.782
R1500_x15,1500,15.0,0.0,E24,-56.730,12.060,57.998,0.345712,86.204
R1500_x15,1500,15.0,0.0,E25,-56.730,-12.060,57.998,0.345712,86.204
R1500_x15,1500,15.0,0.0,E26,-46.920,-34.090,57.997,0.633292,191.782
R1500_x15,1500,15.0,0.0,E27,-29.000,-50.230,58.000,0.667505,25.087
R1500_x15,1500,15.0,0.0,E28,-6.060,-57.680,57.997,0.644060,273.421
R1500_x15,1500,15.0,0.0,E29,17.920,-55.160,57.998,0.570093,174.056
R1500_x15,1500,15.0,0.0,E30,38.810,-43.100,57.999,0.571292,41.991
R1500_x15,1500,15.0,0.0,E31,52.990,-23.590,58.004,0.480613,197.177
R2000_x-15,2000,-15.0,0.0,E00,0.000,0.000,0.000,0.715026,274.985
R2000_x-15,2000,-15.0,0.0,E01,19.500,0.000,19.500,1.000000,59.387
R2000_x-15,2000,-15.0,0.0,E02,12.160,15.250,19.505,1.000000,138.974
R2000_x-15,2000,-15.0,0.0,E03,-4.340,19.010,19.499,1.000000,318.164
R2000_x-15,2000,-15.0,0.0,E04,-17.570,8.460,19.501,0.631837,102.116
R2000_x-15,2000,-15.0,0.0,E05,-17.570,-8.460,19.501,0.631837,102.116
R2000_x-15,2000,-15.0,0.0,E06,-4.340,-19.010,19.499,1.000000,318.164
R2000_x-15,2000,-15.0,0.0,E07,12.160,-15.250,19.505,1.000000,138.974
R2000_x-15,2000,-15.0,0.0,E08,37.000,0.000,37.000,0.849254,219.607
R2000_x-15,2000,-15.0,0.0,E09,28.340,23.780,36.995,0.935529,313.298
R2000_x-15,2000,-15.0,0.0,E10,6.420,36.440,37.001,0.606838,190.899
R2000_x-15,2000,-15.0,0.0,E11,-18.500,32.040,36.997,1.000000,101.845
R2000_x-15,2000,-15.0,0.0,E12,-34.770,12.650,37.000,1.000000,279.214
R2000_x-15,2000,-15.0,0.0,E13,-34.770,-12.650,37.000,1.000000,279.214
R2000_x-15,2000,-15.0,0.0,E14,-18.500,-32.040,36.997,1.000000,101.845
R2000_x-15,2000,-15.0,0.0,E15,6.420,-36.440,37.001,0.606838,190.899
R2000_x-15,2000,-15.0,0.0,E16,28.340,-23.780,36.995,0.935529,313.298
R2000_x-15,2000,-15.0,0.0,E17,58.000,0.000,58.000,0.000000,332.074
R2000_x-15,2000,-15.0,0.0,E18,52.990,23.590,58.004,0.465327,26.099
R2000_x-15,2000,-15.0,0.0,E19,38.810,43.100,57.999,0.654614,179.212
R2000_x-15,2000,-15.0,0.0,E20,17.920,55.160,57.998,0.608719,45.279
R2000_x-15,2000,-15.0,0.0,E21,-6.060,57.680,57.997,0.655461,305.534
R2000_x-15,2000,-15.0,0.0,E22,-29.000,50.230,58.000,0.728593,195.256
R2000_x-15,2000,-15.0,0.0,E23,-46.920,34.090,57.997,0.661122,30.857
R2000_x-15,2000,-15.0,0.0,E24,-56.730,12.060,57.998,0.273736,138.127
R2000_x-15,2000,-15.0,0.0,E25,-56.730,-12.060,57.998,0.273736,138.127
R2000_x-15,2000,-15.0,0.0,E26,-46.920,-34.090,57.997,0.661122,30.857
R2000_x-15,2000,-15.0,0.0,E27,-29.000,-50.230,58.000,0.728593,195.256
R2000_x-15,2000,-15.0,0.0,E28,-6.060,-57.680,57.997,0.655461,305.534
R2000_x-15,2000,-15.0,0.0,E29,17.920,-55.160,57.998,0.608719,45.279
R2000_x-15,2000,-15.0,0.0,E30,38.810,-43.100,57.999,0.654614,179.212
R2000_x-15,2000,-15.0,0.0,E31,52.990,-23.590,58.004,0.465327,26.099
R2000_x15,2000,15.0,0.0,E00,0.000,0.000,0.000,0.639435,274.985
R2000_x15,2000,15.0,0.0,E01,19.500,0.000,19.500,1.000000,123.137
R2000_x15,2000,15.0,0.0,E02,12.160,15.250,19.505,1.000000,43.220
R2000_x15,2000,15.0,0.0,E03,-4.340,19.010,19.499,1.000000,223.853
R2000_x15,2000,15.0,0.0,E04,-17.570,8.460,19.501,0.606979,80.306
R2000_x15,2000,15.0,0.0,E05,-17.570,-8.460,19.501,0.606979,80.306
R2000_x15,2000,15.0,0.0,E06,-4.340,-19.010,19.499,1.000000,223.853
R2000_x15,2000,15.0,0.0,E07,12.160,-15.250,19.505,1.000000,43.220
R2000_x15,2000,15.0,0.0,E08,37.000,0.000,37.000,0.963698,303.553
R2000_x15,2000,15.0,0.0,E09,28.340,23.780,36.995,0.946157,209.074
R2000_x15,2000,15.0,0.0,E10,6.420,36.440,37.001,0.555081,330.393
R2000_x15,2000,15.0,0.0,E11,-18.500,32.040,36.997,1.000000,59.876
R2000_x15,2000,15.0,0.0,E12,-34.770,12.650,37.000,1.000000,243.722
R2000_x15,2000,15.0,0.0,E13,-34.770,-12.650,37.000,1.000000,243.722
R2000_x15,2000,15.0,0.0,E14,-18.500,-32.040,36.997,1.000000,59.876
R2000_x15,2000,15.0,0.0,E15,6.420,-36.440,37.001,0.555081,330.393
R2000_x15,2000,15.0,0.0,E16,28.340,-23.780,36.995,0.946157,209.074
R2000_x15,2000,15.0,0.0,E17,58.000,0.000,58.000,0.000000,152.021
R2000_x15,2000,15.0,0.0,E18,52.990,23.590,58.004,0.527639,97.207
R2000_x15,2000,15.0,0.0,E19,38.810,43.100,57.999,0.693107,302.278
R2000_x15,2000,15.0,0.0,E20,17.920,55.160,57.998,0.597381,74.549
R2000_x15,2000,15.0,0.0,E21,-6.060,57.680,57.997,0.642588,173.895
R2000_x15,2000,15.0,0.0,E22,-29.000,50.230,58.000,0.727783,285.295
R2000_x15,2000,15.0,0.0,E23,-46.920,34.090,57.997,0.641412,91.614
R2000_x15,2000,15.0,0.0,E24,-56.730,12.060,57.998,0.283581,345.770
R2000_x15,2000,15.0,0.0,E25,-56.730,-12.060,57.998,0.283581,345.770
R2000_x15,2000,15.0,0.0,E26,-46.920,-34.090,57.997,0.641412,91.614
R2000_x15,2000,15.0,0.0,E27,-29.000,-50.230,58.000,0.727783,285.295
R2000_x15,2000,15.0,0.0,E28,-6.060,-57.680,57.997,0.642588,173.895
R2000_x15,2000,15.0,0.0,E29,17.920,-55.160,57.998,0.597381,74.549
R2000_x15,2000,15.0,0.0,E30,38.810,-43.100,57.999,0.693107,302.278
R2000_x15,2000,15.0,0.0,E31,52.990,-23.590,58.004,0.527639,97.207
